title,cast
Léon: The Professional," Jean Reno
, Gary Oldman
, Natalie Portman
, Danny Aiello
, Peter Appel
, Willi One Blood
, Don Creech
, Keith A. Glascoe
, Randolph Scott
, Michael Badalucco
, Ellen Greene
, Elizabeth Regen
, Carl J. Matusovich
, Frank Senger
, Lucius Wyatt Cherokee
, Eric Challier
, Luc Bernard
, Maïwenn
, Jessie Keosian
, George Martin
, Abdul Hassan Sharif
, Stuart Rudin
, Kent Broadhurst
, Tommy Hollis
, Peter Linari
, Johnny Limo
, Danny Peled
, Seth Jerome Walker
, Michael Mundra
, Alex Dezen
, Betty Miller
, Geoffrey Bateman
, Arsène Jiroyan
, Peter Vizard
, Joseph Malerba
, David W. Butler
, Robert LaSardo
, Steve Gonnelo
, William James Stiggers Jr.
, Anthony Ragland
, Crystal Michelle Blake
, Sonny Zito
, Rocky Hernandez
, Randy Pearlstein
, Trevor Walace
, Keith S. Bullock
, Jeff McBride
, Fred Fischer
, Peter Justinius
, Denis Bellocq
, Thomas Delehanty
, Ed Ventresca
, Wallace Wong
, Cary Wong
, Amimul Rolly
, Mohammed Rashid
, Adam Busch
, Mario Todisco
, James Melissinos
, Jernard Burks
, Matt De Matt
, Samy Naceri
, Christophe Gautier
, Junior Almeida
, David Gregg
, Michel Montanary
, Hervé Husson
, Didier Legros
, Marc Andréoni
, Gilles Kleber
, Junior John Levis
, Tony Sauraye
, Thierry Maurio
, James Fahrner
, Daniel Schenmetzler
, Hélène Cardona
, Alyssia Dujmovich
, Michael Wehrhahn
"
Parasite," Kang-ho Song
, Sun-kyun Lee
, Yeo-jeong Cho
, Woo-sik Choi
, So-dam Park
, Lee Jeong-eun
, Hye-jin Jang
, Myeong-hoon Park
, Ji-so Jung
, Hyun-jun Jung
, Keun-rok Park
, Esuz Jeong
, Jae-myeong Jo
, Ik-han Jung
, Kyu-baek Kim
, Hwang In Kyung
, Ahn Seong-Bong
, Kim Jin Hyung
, Young-woo Yoon
, JaeWook Park
, Kang Hyun Gyu
, Seo Hee Young
, Dong-yong Lee
, An Jing San
, Jeong A Reum
, Kim Jung Woo
, Kim Geon
, Joo-hyung Lee
, Jung Jae Hoon
, Yang Sun Young
, Lee Lu A.
, Lee Sang Kyung
, Ji-hye Lee
, Kim Bo Ryoung
, Kim E. Seul
, Kim Hyea-ryun
, Kim Young Jo
, Kim Sung Joon
, Kim Sung Su
, Kim Ha Eun
, Park Mi Ae
, Park Hye Sook
, Baik Seung Hwan
, Park Jae Wan
, Park Ga Bin
, Seol Min
, Seo Han Gyeol
, Oh Mu Yong
, Lee Si Hoo
, Lee In Kyung
, Lee Si Eun
, Lee Do Woon
, Oh Byeol Ha
, Kim Yooin
, Yu Chae Ryeon
, Jang Ye Won
, Jung Se Hyun
, Jeong Il Hwa
, Jee Yeon
, Ji Hye Yeong
, Je Seung Hyun
, Choi Ji Won
, Hee Ha Woun
, Riccardo Ferraresso
, Choi Jeong- Hyun
, Ko Kwan Jae
, Lee Si Hoon
, Seo Pok Hyun
, Shim Su Mi
, Joon Hye Ri
, Dong Hyun-Beak
, Jang Ji Woo
, Andreas Fronk
, Anna Elisabeth Rihlmann
, Melinda McDonald
, Sean Thomas
, Rosie Peralta
, Hee Lee Eun
, Kim Se In
, Han Mi Ja
, Ju Su Ji
, Shin Seung Min
, Gamja
, Mangchi
, Mungchi
, Park Seo-Joon
, Sin-ae Kwak
, Mark Siegmund
, Katrin Maurer
, Hyo-shin Pak
"
The Lion King," Rowan Atkinson
, Matthew Broderick
, Niketa Calame-Harris
, Jim Cummings
, Whoopi Goldberg
, Robert Guillaume
, Jeremy Irons
, James Earl Jones
, Moira Kelly
, Nathan Lane
, Zoe Leader
, Cheech Marin
, Ernie Sabella
, Madge Sinclair
, Jonathan Taylor Thomas
, Frank Welker
, Cathy Cavadini
, Judi M. Durand
, Daamen J. Krall
, David McCharen
, Mary Linda Phillips
, Phil Proctor
, David Randolph
, Jeff Bennett
, Sally Dworsky
, Patrick Pinney
, Evan Saucedo
, Brian Tochi
, Jason Weaver
, Joseph Williams
, Laura Williams
"
Interstellar," Ellen Burstyn
, Matthew McConaughey
, Mackenzie Foy
, John Lithgow
, Timothée Chalamet
, David Oyelowo
, Collette Wolfe
, Francis X. McCarthy
, Bill Irwin
, Anne Hathaway
, Andrew Borba
, Wes Bentley
, William Devane
, Michael Caine
, David Gyasi
, Josh Stewart
, Casey Affleck
, Leah Cairns
, Jessica Chastain
, William Dickinson
, Topher Grace
, Matt Damon
, Flora Nolan
, Griffen Fraser
, Jeff Hephner
, Lena Georgas
, Elyes Gabel
, Brooke Smith
, Russ Fega
, William Patrick Brown
, Cici Leah Campbell
, Mark Casimir Dyniewicz Jr.
, Troy Fyhn
, Benjamin Hardy
, Alexander Michael Helisek
, Ryan Irving
, Alexander Lu
, Derek McEntire
, Joseph Oliveira
, Benjamin Pitz
, Marlon Sanders
, Bryan Stamp
, Kristian Van der Heyden
, Kevan Weber
"
Spirited Away," Rumi Hiiragi
, Miyu Irino
, Mari Natsuki
, Takashi Naitô
, Yasuko Sawaguchi
, Tatsuya Gashûin
, Ryûnosuke Kamiki
, Yumi Tamai
, Yô Ôizumi
, Koba Hayashi
, Tsunehiko Kamijô
, Takehiko Ono
, Bunta Sugawara
, Shigeru Wakita
, Shirô Saitô
, Michiko Yamamoto
, Keiko Tsukamoto
, Akio Nakamura
, Shinji Tokumaru
, Kaori Yamagata
, Yayoi Kazuki
, Masahiro Asano
, Kazutaka Hayashida
, Ikuko Yamamoto
, Mina Meguro
, Tetsurô Ishibashi
, Katsutomo Shîbara
, Shinobu Katabuchi
, Noriko Kitou
, Naoto Kaji
, Yoshitaka Sukegawa
, Aki Tachikawa
, Noriko Yamaya
, Katsuhisa Matsuo
, Masayuki Kizu
, Yôko Ôno
, Sachie Azuma
, Ken Yasuda
, Shigeyuki Totsugi
, Mayumi Sako
, Sonoko Soeda
, Akiko Tomihira
, Minako Masuda
, Orika Ono
, Rina Yamada
, Miwa Takachi
, Hiromi Takeuchi
, Makiko Oku
, Daveigh Chase
, Suzanne Pleshette
, Jason Marsden
, Susan Egan
, David Ogden Stiers
, Lauren Holly
, Michael Chiklis
, John Ratzenberger
, Tara Strong
, Mickie McGowan
, Sherry Lynn
, Jack Angel
, Mona Marshall
, Bob Bergen
, Candi Milo
, Rodger Bumpass
, Colleen O'Shaughnessey
, Jennifer Darling
, Phil Proctor
, Paul Eiding
, Jim Ward
, Madalena Bobone
, Mónica Chaby
, Romeu Costa
, Filipa Maló Franco
, João Lagarto
, João Melo
, Rui Mendes
, Fernanda Montemor
, Dee Bradley Baker
"
The Green Mile," Tom Hanks
, David Morse
, Bonnie Hunt
, Michael Clarke Duncan
, James Cromwell
, Michael Jeter
, Graham Greene
, Doug Hutchison
, Sam Rockwell
, Barry Pepper
, Jeffrey DeMunn
, Patricia Clarkson
, Harry Dean Stanton
, Dabbs Greer
, Eve Brent
, William Sadler
, Mack Miles
, Rai Tasco
, Edrie Warner
, Paula Malcomson
, Christopher Joel Ives
, Evanne Drucker
, Bailey Drucker
, Brian Libby
, Brent Briscoe
, Bill McKinney
, Gary Sinise
, Rachel Singer
, Scotty Leavenworth
, Katelyn Leavenworth
, Bill Gratton
, Dee Croxton
, Rebecca Klingler
, Gary Imhoff
, Van Epperson
, David E. Browning
, Fred Astaire
, Tommy Barnes
, Bill Craddock
, Christopher Greenwood
, Wes Hall
, Daniel D. Harris
, Phil Hawn
, Mark Heenehan
, Judy Herrera
, Ted Hollis
, Don Langley
, Rick Lyon
, Robert Malone
, Gower Mills
, Arnold Montey
, Ginger Rogers
, Garth Shaw
, Tim Smith
, Toy Spears
, Jared Stovall
, Dora Tate
, Samual Tate
, Todd Thompson
, James Marshall Wolchok
"
Saving Private Ryan," Tom Hanks
, Tom Sizemore
, Edward Burns
, Barry Pepper
, Adam Goldberg
, Vin Diesel
, Giovanni Ribisi
, Jeremy Davies
, Matt Damon
, Ted Danson
, Paul Giamatti
, Dennis Farina
, Joerg Stadler
, Max Martini
, Dylan Bruno
, Daniel Cerqueira
, Demetri Goritsas
, Ian Porter
, Gary Sefton
, Julian Spencer
, Steve Griffin
, William Marsh
, Marc Cass
, Markus Napier
, Neil Finnighan
, Peter Miles
, Paul Garcia
, Seamus McQuade
, Ronald Longridge
, Adam Shaw
, Rolf Saxon
, Corey Johnson
, Loclann Aiken
, John Barnett
, Maclean Burke
, Victor Burke
, Aiden Condron
, Paschal Friel
, Shane Hagan
, Paul Hickey
, Shane Johnson
, Laird Macintosh
, Brian Maynard
, Martin McDougall
, Mark Phillips
, Lee Aaron Rosen
, Andrew Scott
, Matthew Sharp
, Vincent Walsh
, Grahame Wood
, John Sharian
, Glenn Wrage
, Crofton Hardester
, Martin Hub
, Raffaello Degruttola
, Nigel Whitmey
, Sam Ellis
, Erich Redman
, Tilo Keiner
, Stephan Grothgar
, Stephane Cornicard
, Michelle Evans
, Martin Beaton
, Anna Maguire
, Nathan Fillion
, Leland Orser
, Michael Mantas
, David Vegh
, Ryan Hurst
, Nick Brooks
, Sam Scudder
, John Walters
, Dorothy Grumbar
, James Innes-Smith
, Harve Presnell
, Dale Dye
, Bryan Cranston
, David Wohl
, Eric Loren
, Valerie Colgan
, Amanda Boxer
, Harrison Young
, Kathleen Byron
, Rob Freeman
, Thomas Gizbert
, Sebastian J. Brook
, John de Lancie
, James Embree
, Declan Geraghty
, Chris Hastings
, Frank Huseyin
, Michael P. Jahoda
, Alan Joyce
, Derek Lea
, João Costa Menezes
, Taylor Murphy
, Abbe Muschallik
, Nina Muschallik
, Paul Sacks
, Mac Steinmeier
, Leo Stransky
, Vincent Ventresca
, Paul Woodadge
"
Star Wars: Episode IV - A New Hope," Mark Hamill
, Harrison Ford
, Carrie Fisher
, Peter Cushing
, Alec Guinness
, Anthony Daniels
, Kenny Baker
, Peter Mayhew
, David Prowse
, Phil Brown
, Shelagh Fraser
, Jack Purvis
, Alex McCrindle
, Eddie Byrne
, Drewe Henley
, Denis Lawson
, Garrick Hagon
, Jack Klaff
, William Hootkins
, Angus MacInnes
, Jeremy Sinden
, Graham Ashley
, Don Henderson
, Richard LeParmentier
, Leslie Schofield
, David Ankrum
, Mark Anthony Austin
, Scott Beach
, Lightning Bear
, Jon Berg
, Doug Beswick
, Paul Blake
, Janice Burchette
, Ted Burnett
, John Chapman
, Gilda Cohen
, Tim Condren
, Barry Copping
, Alfie Curtis
, Robert Davies
, Maria De Aragon
, Barbie Denham
, Frazer Diamond
, Peter Diamond
, Warwick Diamond
, Sadie Eden
, Kim Falkinburg
, Harry Fielder
, Anthony Forrest
, Ted Gagliano
, Salo Gardner
, Steve Gawley
, Barry Gnome
, Rusty Goffe
, Isaac Grand
, Nelson Hall
, Reg Harding
, Alan Harris
, Frank Henson
, Christine Hewett
, Tiffany Hillkurtz
, Arthur Howell
, Tommy Ilsley
, Joe Johnston
, Annette Jones
, James Earl Jones
, Linda Jones
, Joe Kaye
, Colin Michael Kitchens
, Melissa Kurtz
, Al Lampert
, Laine Liska
, Derek Lyons
, Mahjoub
, Alf Mangan
, Rick McCallum
, Grant McCune
, Geoffrey Moon
, Mandy Morton
, Lorne Peterson
, Marcus Powell
, Shane Rimmer
, Pam Rose
, George Roubicek
, Erica Simmons
, Angela Staines
, George Stock
, Roy Straite
, Peter Sturgeon
, Peter Sumner
, John Sylla
, Tom Sylla
, Malcolm Tierney
, Phil Tippett
, Frances Alfred Basil Tomlin
, Burnell Tucker
, Morgan Upton
, Jerry Walter
, Hal Wamsley
, Larry Ward
, Diana Sadley Way
, Harold Weed
, Bill Weston
, Steve 'Spaz' Williams
, Fred Wood
"
It's a Wonderful Life," James Stewart
, Donna Reed
, Lionel Barrymore
, Thomas Mitchell
, Henry Travers
, Beulah Bondi
, Frank Faylen
, Ward Bond
, Gloria Grahame
, H.B. Warner
, Frank Albertson
, Todd Karns
, Samuel S. Hinds
, Mary Treen
, Virginia Patton
, Charles Williams
, Sarah Edwards
, William Edmunds
, Lillian Randolph
, Argentina Brunetti
, Robert J. Anderson
, Ronnie Ralph
, Jean Gale
, Jeanine Ann Roose
, Danny Mummert
, Georgie Nokes
, Sheldon Leonard
, Frank Hagney
, Ray Walker
, Charles Lane
, Edward Keane
, Carol Coombs
, Karolyn Grimes
, Larry Simms
, Jimmy Hawkins
, Jean Acker
, Ernie Adams
, Monya Andre
, Stanley Andrews
, Sam Ash
, Jack Bailey
, Louise Bates
, Mary Bayless
, Jeanne Beeks
, Beth Belden
, Brooks Benedict
, Joseph E. Bernard
, Willie Bloom
, Al Bridge
, Buz Buckley
, Marian Carr
, Adriana Caselotti
, Lane Chandler
, Michael Chapin
, Tom Chatterton
, Jack Cheatham
, Harry Cheshire
, Beulah Christian
, Edward Clark
, Tom Coleman
, Ellen Corby
, Jimmy the Crow
, Bryn Davis
, Lew Davis
, Marion Raymond Davis
, Helen Dickson
, Dick Elliott
, Harry Evans
, Tom Fadden
, Frank Fenton
, Eddie Fetherston
, Sam Flint
, Dick Gordon
, Jack Gordon
, Herschel Graham
, Joseph Granby
, Robert Haines
, Charles Halton
, Herbert Heywood
, Harry Holman
, Art Howard
, Bert Howard
, Arthur Stuart Hull
, John Indrisano
, Eddie Kane
, Carl Kent
, Milton Kibbee
, Effie Laird
, Mike Lally
, Harold Landon
, Meade 'Lux' Lewis
, Max Linder
, Jack Lomas
, J. Farrell MacDonald
, Irene Mack
, Wilbur Mack
, Charles Meakin
, Priscilla Montgomery
, Bert Moorhouse
, Evelyn Moriarty
, Philip Morris
, Jack Mower
, George Noisom
, Anton Northpole
, Bob O'Connor
, Frank O'Connor
, Lynn O'Leary-Jameson
, Moroni Olsen
, Garry Owen
, Netta Packer
, Franklin Parker
, Beulah Parkington
, Suzanne Ridgway
, Mark Roberts
, Constantine Romanoff
, Edith Russell
, Loretta Russell
, Cy Schindell
, Almira Sessions
, Mabel Smaney
, Cedric Stevens
, Brick Sullivan
, Charles Sullivan
, Carl 'Alfalfa' Switzer
, Max Wagner
, Larry Wheat
, Charles C. Wilson
"
The Silence of the Lambs," Jodie Foster
, Lawrence A. Bonney
, Kasi Lemmons
, Lawrence T. Wrentz
, Scott Glenn
, Anthony Heald
, Frankie Faison
, Don Brockett
, Frank Seals Jr.
, Stuart Rudin
, Anthony Hopkins
, Maria Skorobogatov
, Jeffrie Lane
, Leib Lensky
, George 'Red' Schwartz
, Jim Roche
, Brooke Smith
, Ted Levine
, James B. Howard
, Bill Miller
, Chuck Aber
, Gene Borkan
, Pat McNamara
, Tracey Walter
, Kenneth Utt
, Dan Butler
, Paul Lazar
, Darla
, Adelle Lutz
, Obba Babatundé
, George Michael
, Diane Baker
, Roger Corman
, Ron Vawter
, Charles Napier
, Jim Dratfield
, D. Stanton Miranda
, Rebecca Saxon
, Danny Darst
, Cynthia Ettinger
, Brent Hinkley
, Steve Wyatt
, Alex Coleman
, David Early
, Andre B. Blake
, Bill Dalzell
, Chris Isaak
, Daniel von Bargen
, Tommy Lafitte
, Josh Broder
, Buzz Kilman
, Harry Northup
, Lauren Roselli
, Lamont Arnold
, Kate Castle
, Robert W. Castle
, Gary Goetzman
, John Hall
, John W. Iwanonkiw
, Lynette Jenkins
, Chris McGinn
, Jason Menz
, Ted Monte
, George A. Romero
, Edward Saxon
, Mike Schaeffer
, Ted Tally
, Jiggs Walker
"
City of God," Alexandre Rodrigues
, Leandro Firmino
, Phellipe Haagensen
, Douglas Silva
, Jonathan Haagensen
, Matheus Nachtergaele
, Seu Jorge
, Jefechander Suplino
, Alice Braga
, Emerson Gomes
, Edson Oliveira
, Michel Gomes
, Roberta Rodrigues
, Luis Otávio
, Kiko Marques
, Gustavo Engrácia
, Darlan Cunha
, Robson Rocha
, Thiago Martins
, Leandra Miranda
, Graziella Moretto
, Renato de Souza
, Karina Falcão
, Sabrina Rosa
, Rubens Sabino
, Marcos 'Kikito' Junqueira
, Edson Montenegro
, Gero Camilo
, Felipe Paulino
, Daniel Zettel
, Charles Paraventi
, Luiz Carlos Ribeiro Seixas
, Paulo 'Jacaré' César
, Dani Ornellas
, Bernardo Santos
, Diego Batista
, Diego Ferreira
, Marcio Vinicios
, Micael
, Rafael de Castro
, Ramon Francisco
, Thiago Wallace
, Alexander Cerqueira
, Alexandre 'China' Tavares
, André Pires Martins
, António Rodrigues
, Bartolomeu Braga
, Carlos Henrique Avernas
, Cláudio César
, Cleiton Ventura
, Damião Firmino
, Euclides Garcia
, Fábio Castor Conceição
, Felipe Nogueira
, Ivan Martins
, John Lima
, Jonas Michel
, Leandro Lucas
, Leandro Dias Batista
, Lúcio Andrey
, Luis Carlos Rodrigues Oliveira
, Luís Nascimento
, Marcello Melo Jr.
, Márcio Costa
, Mário Luiz Costa Oliveira
, Nelson Amaral
, Omar 'Mazinho' Barcelos
, Otto Amorim
, Peter Soares
, Rafael de Souza
, Roberto Miguez
, Rómulo 'Guinomo' Sech
, Ruy Vitório
, Sérgio Bispo
, Alex dos Santos
, Anderson Bruno Marques
, Anderson Lugão
, André Luiz Mendes
, Antoni Guedes
, Bruno Ricardo
, Charles Samuel
, Éder Júlio Martins
, Eduardo 'BR' Piranha
, Erick Oliveira
, Fábio 'Dog' da Cunha
, Felipe Villela Mendonça
, Frederico Lins
, Guilherme Estevam
, Guilherme William
, Harlem Teixeira
, Leandro Gonçalves
, Leandro Lima
, Leiz Moreira
, Leonardo Melo
, Luis Carlos Oliveira
, Marcelo Melo
, Marcello 'Máscara' Alves
, Wallace Araújo
, Wallace Nascimento
, Wanderson 'Petão' Lopes
, Wellington Costa Ricardo
, Wemerson Gonçalves
, Wendel Barros
, Yuri Krushewsky
, Anderson Faria
, Arlindo Lopes
, Carol Meirelles
, Carlos 'Lencinho' Smith
, Christiano
, Diego Mendes
, Jéssica da Silva
, Luciana Roque
, Marina Mandonça Pinheiro
, Michele Gonçalves
, Pierre dos Santos
, Renan Monteiro
, Vinicius Faria
, Delano Valentim
, Ed Money
, Fabiano Gonçalves
, Felipe Porto
, Francisco Marcos
, Leo Generoso
, Marcelo António Santos
, Marcelo Araújo
, Marcos Viana
, Maurício Figueiras
, Ricardo Lira
, Ricardo Rocha da Silva
, Wagner Mello
, Waldeck Roque
, Júlio César Siqueira
, Denise Fonseca
, Adão Xalebaradã
, Edward Boggiss
, Guti Fraga
, Babu Santana
, Marcello Costa
, Marcos Coutinho
, João Soares
, Rafael Fontenele
, Rosangela Rodrigues
, Jota Farias
, Mary Sheila
, Gil Torres
, Paulo Lins
, Christian Duurvoort
, Olivia Araújo
, Sérgio Chapelin
, Jonnaton Japiassu
, Manuel Machado
, Tulé Peak
"
Life Is Beautiful," Roberto Benigni
, Nicoletta Braschi
, Giorgio Cantarini
, Giustino Durano
, Sergio Bini Bustric
, Marisa Paredes
, Horst Buchholz
, Lidia Alfonsi
, Giuliana Lojodice
, Amerigo Fontani
, Pietro De Silva
, Francesco Guzzo
, Raffaella Lebboroni
, Claudio Alfonsi
, Gil Baroni
, Massimo Bianchi
, Jürgen Bohn
, Verena Buratti
, Robert Camero
, Ennio Consalvi
, Giancarlo Cosentino
, Aaron Craig
, Alfiero Falomi
, Daniela Fedke
, Antonio Fommei
, Stefano Frangipani
, Ernst Frowein Holger
, Alessandra Grassi
, Hannes Hellmann
, Wolfgang Hillinger
, Margarita Lucia Krauss
, Patrizia Lazzarini
, Maria Letizia
, Concetta Lombardo
, Maria Rita Macellari
, Carlotta Mangione
, Franco Mescolini
, Francesca Messinese
, Angel Alise Middelthon
, Andrea Nardi
, Günther Pfanzelter
, Cristiana Porchiella
, Antonio Prester
, Gina Rovere
, Laura Susanne Ruedeberg
, Massimo Salvianti
, Richard Sammel
, James Schindler
, Andrea Tidona
, Dirk K. van den Berg
, Giovanna Villa
, James Falzone
, Omero Antonutti
, Roberta Bobbi
, Davide Borella
, Nikky Smedley
"
Se7en," Morgan Freeman
, Andrew Kevin Walker
, Daniel Zacapa
, Brad Pitt
, Gwyneth Paltrow
, John Cassini
, Bob Mack
, Peter Crombie
, Reg E. Cathey
, R. Lee Ermey
, George Christy
, Endre Hules
, Hawthorne James
, William Davidson
, Bob Collins
, Jimmy Dale Hartsell
, Richard Roundtree
, Charline Su
, Dominique Jennings
, Allan Kolman
, Beverly Burke
, Gene Borkan
, Julie Araskog
, Mario Di Donato
, Alfonso Freeman
, John C. McGinley
, Harrison White
, Bob Stephenson
, Michael Reid MacKay
, Kevin Spacey
, Richard Portnow
, Tudor Sherrard
, Mark Boone Junior
, Pamala Tyson
, Lennie Loftin
, Sarah Reinhardt
, Emily Wagner
, Martin Serene
, Michael Massee
, David Correia
, Ron Blair
, Jennifer Mueller
, Leland Orser
, Lexie Bigham
, Evan Mirand
, Paul Eckstein
, Harris Savides
, Rachel Flanagan
, Heidi Schanz
, Brian Evers
, Shannon Wilcox
, Richard Schiff
, James Deeth
, John Santin
, Charles A. Tamburro
, Richmond Arquette
, Duffy Gaver
, Charles S. Dutton
, Gregory Fennell
, Rick Lyon
, Arthur Max
"
Seven Samurai," Toshirô Mifune
, Takashi Shimura
, Keiko Tsushima
, Yukiko Shimazaki
, Kamatari Fujiwara
, Daisuke Katô
, Isao Kimura
, Minoru Chiaki
, Seiji Miyaguchi
, Yoshio Kosugi
, Bokuzen Hidari
, Yoshio Inaba
, Yoshio Tsuchiya
, Kokuten Kôdô
, Eijirô Tôno
, Kichijirô Ueda
, Jun Tatara
, Atsushi Watanabe
, Toranosuke Ogawa
, Isao Yamagata
, Sôjin Kamiyama
, Gen Shimizu
, Keiji Sakakida
, Shinpei Takagi
, Shin Ôtomo
, Toshio Takahara
, Hiroshi Sugi
, Hiroshi Hayashi
, Sachio Sakai
, Sôkichi Maki
, Ichirô Chiba
, Noriko Sengoku
, Noriko Honma
, Masanobu Ôkubo
, Etsuo Saijô
, Minoru Itô
, Haruya Sakamoto
, Gorô Sakurai
, Hideo Shibuya
, Kiyoshi Kamoda
, Senkichi Ômura
, Takashi Narita
, Shôichi Hirose
, Kôji Uno
, Masaaki Tachibana
, Kamayuki Tsubono
, Taiji Naka
, Chindanji Miyagawa
, Shigemi Sunagawa
, Akira Tani
, Akio Kusama
, Ryûtarô Amami
, Jun Mikami
, Haruo Nakajima
, Sanpei Mine
, Masahide Matsushita
, Kaneo Ikeda
, Takuzô Kumagai
, Ippei Kawagoe
, Jirô Suzukawa
, Junpei Natsuki
, Kyôichi Kamiyama
, Haruo Suzuki
, Gorô Amano
, Akira Kitchôji
, Kôji Iwamoto
, Hiroshi Akitsu
, Akira Yamada
, Kazuo Imai
, Eisuke Nakanishi
, Toku Ihara
, Hideo Ôtsuka
, Tokio Ôkawa
, Yasuhisa Tsutsumi
, Yasumasa Ônishi
, Tsuneo Katagiri
, Megeru Shimoda
, Masayoshi Kawabe
, Shigeo Katô
, Yoshikazu Kawamata
, Takeshi Seki
, Haruko Toyama
, Tsuruko Mano
, Matsue Ono
, Tsurue Ichimanji
, Masako Ôshiro
, Kyôko Ozawa
, Michiko Kadono
, Toshiko Nakano
, Shizuko Azuma
, Keiko Mori
, Michiko Kawabe
, Yûko Togawa
, Yayoko Kitano
, Misao Suyama
, Toriko Takahara
, Takeshi Katô
, Tatsuya Nakadai
, Ken Utsui
, Ren Yamamoto
"
Goodfellas," Robert De Niro
, Ray Liotta
, Joe Pesci
, Lorraine Bracco
, Paul Sorvino
, Frank Sivero
, Tony Darrow
, Mike Starr
, Frank Vincent
, Chuck Low
, Frank DiLeo
, Henny Youngman
, Gina Mastrogiacomo
, Catherine Scorsese
, Charles Scorsese
, Suzanne Shepherd
, Debi Mazar
, Margo Winkler
, Welker White
, Jerry Vale
, Julie Garfield
, Christopher Serrone
, Elaine Kagan
, Beau Starr
, Kevin Corrigan
, Michael Imperioli
, Robbie Vinton
, Johnny Williams
, Daniel P. Conte
, Tony Conforti
, Frank Pellegrino
, Ronald Maccone
, Tony Sirico
, Joseph D'Onofrio
, Steve Forleo
, Richard Dioguardi
, Frank Adonis
, John Manca
, Joseph Bono
, Katherine Wallach
, Mark Jacobs
, Angela Pietropinto
, Marianne Leone
, Marie Michaels
, LoNardo
, Melissa Prophet
, Illeana Douglas
, Susan Varon
, Elizabeth Whitcraft
, Clem Caserta
, Samuel L. Jackson
, Fran McGee
, Paul Herman
, Edward McDonald
, Edward Hayes
, Daniela Barbosa
, Gina Mattia
, Joel Calendrillo
, Anthony Valentin
, Edward D. Murphy
, Michael Citriniti
, Peter Hock
, Erasmus C. Alfano
, John Di Benedetto
, Manny Alfaro
, Thomas Lowry
, Margaret Smith
, Richard Mullally
, Frank Albanese
, Paul McIsaac
, Bob Golub
, Louis Eppolito
, Tony Lip
, Mikey Black
, Peter Cicale
, Anthony Powers
, Vincent Pastore
, Anthony Alessandro
, Victor Colicchio
, Mike Contessa
, Philip Suriano
, Paul Mougey
, Norman Barbera
, Anthony Polemeni
, James Quattrochi
, Lawrence Sacco
, Dino Laudicina
, Thomas E. Camuti
, Andrew Scudiero
, Irving Welzer
, Jesse Kirtzman
, Russell Halley
, Spencer Bradley
, Bob Altman
, Joanna Bennett
, Gayle Lewis
, Gaetano Lisi
, Luke Walter
, Ed Deacy
, Larry Silvestri
, John 'Cha Cha' Ciarcia
, Vito Picone
, Janis Corsair
, Frank Aquilino
, Lisa D'Apolito
, Michael Calandrino
, Vito Antuofermo
, Vito Balsamo
, Peter Fain
, Vincent Gallo
, Gaetano LoGiudice
, Garry Pastore
, Nicole Burdette
, Stella Keitel
, Dominique DeVito
, Michaelangelo Graziano
, Paula Kcira
, Nadine Kay
, Tony Ellis
, Peter Onorati
, Jamie De Roy
, Joel Blake
, H. Clay Dear
, Thomas Hewson
, Gene Canfield
, Margaux Guerard
, Violet Gaynor
, Tobin Bell
, Berlinda Tolbert
, Nancy Cassaro
, Adam Wandt
, Joe Gioco
, Isiah Whitlock Jr.
, Alyson Jones
, Ruby Gaynor
, Bo Dietl
, Steve Baker
, Lisa Bostnar
, Linda Carola
, Anthony Caso
, Frank Cassini
, Joe Chiaramonte
, Doug Ferony
, George Gerard
, Matthew T. Gitkin
, Richard Goteri
, Debbee Hinchcliffe
, Al Jolson
, Diane Kimbrell
, Anibal O. Lleras
, Joseph Oliveira
, Charles Pendelton
, Louis Perez
, Jeffrey Rollins
, Colette Savage
, Robert Sedona
, Jill Senter
, Barry Squitieri
, Drew Stanley
, Frank Stellato
, Billy L. Sullivan
, Nick Vallelonga
"
